Date,HR,PGE,SCE,SDGE,VEA,CAISO
3/30/2024,14,7278.69,11105.40,2315.32,76.88,20776.28
3/30/2024,15,7273.14,10278.36,2110.83,75.21,19737.54
3/30/2024,16,7730.58,9757.87,2082.74,75.77,19646.95
3/30/2024,17,8050.84,9302.06,2115.06,76.73,19544.69
3/30/2024,18,9387.35,9667.98,2211.31,76.33,21342.96
3/30/2024,19,10291.74,10099.80,2288.52,79.89,22759.94
3/30/2024,20,10637.39,10665.31,2436.28,82.82,23821.79
3/30/2024,21,10852.72,10696.03,2426.44,81.74,24056.93
3/30/2024,22,10550.07,10686.90,2347.34,78.51,23662.83
3/30/2024,23,10085.82,10344.68,2218.65,75.00,22724.15
3/30/2024,24,9551.85,9895.92,2105.77,71.20,21624.74
3/31/2024,1,9339.18,9483.64,2073.54,68.00,20964.36
3/31/2024,2,9085.61,9230.77,1988.92,66.75,20372.05
3/31/2024,3,8842.51,8996.33,1959.71,66.00,19864.54
3/31/2024,4,8681.85,8827.24,1886.50,66.77,19462.35
3/31/2024,5,8685.52,8738.33,1871.67,68.70,19364.23
3/31/2024,6,8815.48,8739.24,1855.94,72.80,19483.47
3/31/2024,7,9172.79,8844.99,1883.58,78.01,19979.36
3/31/2024,8,9395.75,8953.19,1973.16,81.23,20403.33
3/31/2024,9,9590.59,9424.95,2007.40,91.69,21114.63
3/31/2024,10,8693.40,9665.62,2036.10,96.24,20491.37
3/31/2024,11,7410.30,10130.02,1885.09,121.58,19546.99
3/31/2024,12,6439.85,10342.43,1814.35,118.97,18715.62
3/31/2024,13,6020.89,10629.86,1778.21,111.04,18540.00
3/31/2024,14,6062.92,9892.99,1799.94,97.76,17853.61
3/31/2024,15,6216.90,9715.32,1808.23,78.20,17818.65
3/31/2024,16,7055.74,9500.47,1594.00,47.34,18197.55
3/31/2024,17,7310.75,8823.86,1732.82,49.71,17917.12
3/31/2024,18,8351.76,8617.31,1874.59,52.38,18896.05
3/31/2024,19,9321.96,9093.61,2136.32,56.41,20608.30
3/31/2024,20,10227.45,10047.07,2316.20,62.82,22653.54
3/31/2024,21,10444.72,10307.60,2309.40,63.48,23125.21
3/31/2024,22,10228.25,10156.95,2230.71,61.98,22677.90
3/31/2024,23,9699.26,9721.18,2089.99,59.92,21570.34
3/31/2024,24,9009.09,9271.02,1972.00,57.28,20309.38
4/1/2024,1,8966.57,8907.61,1972.67,57.13,19903.98
4/1/2024,2,8705.65,8724.92,1893.81,57.80,19382.18
4/1/2024,3,8703.72,8717.60,1829.40,58.48,19309.19
4/1/2024,4,8758.17,8722.47,1803.50,60.35,19344.49
4/1/2024,5,8950.51,8863.86,1854.81,64.51,19733.69
4/1/2024,6,9540.17,9412.14,1897.27,70.32,20919.91
4/1/2024,7,10395.17,10280.79,2098.07,73.37,22847.39
4/1/2024,8,10966.39,10603.13,2253.16,73.41,23896.08
4/1/2024,9,10628.04,10366.33,2024.58,82.33,23101.28
4/1/2024,10,9515.25,9875.31,1780.23,106.79,21277.58
4/1/2024,11,8340.04,9506.71,1579.80,119.55,19546.12
4/1/2024,12,7776.08,10066.69,1291.21,115.20,19249.18
4/1/2024,13,7009.85,10303.08,1197.62,111.30,18621.86
4/1/2024,14,6862.00,10605.56,1340.47,64.89,18872.91
4/1/2024,15,6771.17,10411.89,1322.10,67.80,18572.97
4/1/2024,16,7263.97,10251.92,1245.28,45.57,18806.74
4/1/2024,17,7941.75,9330.69,1576.36,50.40,18899.20
4/1/2024,18,9051.93,9806.92,1846.09,59.44,20764.38
4/1/2024,19,10495.12,10186.26,2190.34,56.47,22928.20
4/1/2024,20,11232.91,10963.05,2391.63,61.84,24649.43
4/1/2024,21,10951.55,11095.45,2377.19,61.54,24485.72
4/1/2024,22,10426.01,10847.09,2286.79,58.98,23618.87
4/1/2024,23,9703.03,10293.10,2118.89,56.56,22171.59
4/1/2024,24,9174.40,9744.65,1970.42,54.93,20944.39
4/2/2024,1,9354.39,9318.57,1972.51,54.49,20699.96
4/2/2024,2,9410.00,8986.92,1945.02,54.28,20396.21
4/2/2024,3,9040.37,8898.35,1830.22,54.95,19823.90
4/2/2024,4,8935.98,8814.37,1826.59,56.01,19632.95
4/2/2024,5,9122.50,9074.02,1834.86,60.59,20091.97
4/2/2024,6,9672.67,9653.78,1958.89,66.94,21352.28
4/2/2024,7,10459.34,10373.76,2215.83,73.63,23122.55
4/2/2024,8,10995.80,10367.78,2331.83,77.37,23772.78
4/2/2024,9,10271.80,10663.98,2317.16,128.37,23381.31
4/2/2024,10,9355.34,11105.31,2022.98,120.49,22604.11
4/2/2024,11,8350.94,10588.45,1816.19,61.62,20817.20
4/2/2024,12,7920.81,10907.25,1501.03,53.02,20382.11
4/2/2024,13,8116.84,11015.05,1101.36,107.54,20340.79
4/2/2024,14,8061.49,10942.59,992.33,94.27,20090.68
4/2/2024,15,8057.91,10047.43,1128.14,80.95,19314.43
4/2/2024,16,7681.12,9122.59,1287.92,47.38,18139.01
4/2/2024,17,8144.95,9193.82,1614.31,50.08,19003.16
4/2/2024,18,9324.24,9926.54,1972.84,53.17,21276.79
4/2/2024,19,10588.62,10581.48,2226.43,54.62,23451.15
4/2/2024,20,11294.57,11259.69,2396.39,58.83,25009.48
4/2/2024,21,11523.65,11238.38,2312.08,58.16,25132.26
4/2/2024,22,10548.11,10892.34,2229.68,54.72,23724.84
4/2/2024,23,9965.84,10383.64,2154.49,51.51,22555.48
4/2/2024,24,9758.43,9906.76,2038.11,48.81,21752.10
4/3/2024,1,9579.24,9322.92,2004.57,47.41,20954.14
4/3/2024,2,9503.39,8982.70,1986.84,47.30,20520.23
4/3/2024,3,9174.43,8806.05,1960.90,48.86,19990.24
4/3/2024,4,9371.44,8643.23,1917.45,50.63,19982.75
4/3/2024,5,9105.04,8810.09,1828.94,54.87,19798.94
4/3/2024,6,9541.21,9334.48,1912.74,61.86,20850.28
4/3/2024,7,10441.97,10145.00,2110.65,68.86,22766.48
4/3/2024,8,11112.02,10373.16,2316.08,74.25,23875.51
4/3/2024,9,10733.54,10856.97,2118.18,96.17,23804.86
4/3/2024,10,9891.29,10863.96,1781.49,89.14,22625.88
4/3/2024,11,9095.08,11008.12,1540.91,83.54,21727.65
4/3/2024,12,8325.18,11640.03,1312.50,80.82,21358.53
4/3/2024,13,7767.20,11757.76,1179.48,108.37,20812.82
4/3/2024,14,7559.43,11548.51,1133.59,86.25,20327.77
4/3/2024,15,7792.55,10662.31,1282.74,60.62,19798.22
4/3/2024,16,8470.69,10114.54,1364.69,48.43,19998.35
4/3/2024,17,9153.28,9773.25,1617.27,52.08,20595.88
4/3/2024,18,10324.50,10251.01,1985.62,55.37,22616.49
4/3/2024,19,11324.81,10705.91,2214.42,56.24,24301.38
4/3/2024,20,11979.61,11294.28,2414.51,59.93,25748.32
4/3/2024,21,11819.18,11250.69,2388.34,59.14,25517.35
4/3/2024,22,11287.67,11041.06,2290.41,56.12,24675.26
4/3/2024,23,10560.07,10526.61,2120.84,52.37,23259.89
4/3/2024,24,9884.71,9985.63,1966.82,49.63,21886.79
4/4/2024,1,9554.76,9555.73,2026.02,47.54,21184.05
4/4/2024,2,9372.82,9169.63,2000.83,46.01,20589.30
4/4/2024,3,9041.02,9105.23,1853.58,46.11,20045.93
4/4/2024,4,8971.71,9009.56,1827.02,47.30,19855.59
4/4/2024,5,9302.65,9039.75,1841.47,50.03,20233.90
4/4/2024,6,9768.85,9448.95,1886.58,54.92,21159.30
4/4/2024,7,10707.47,10306.37,2060.26,59.49,23133.59
4/4/2024,8,11598.27,10827.13,2234.89,66.78,24727.08
4/4/2024,9,11619.59,11999.82,2242.08,119.70,25981.19
4/4/2024,10,11895.85,11989.75,1861.44,114.82,25861.86
4/4/2024,11,12070.88,12463.94,1685.69,112.86,26333.37
4/4/2024,12,11598.53,12425.49,1663.36,95.53,25782.91
4/4/2024,13,10943.28,12332.20,1765.31,68.22,25109.01
4/4/2024,14,10551.74,12019.85,1486.60,48.71,24106.90
4/4/2024,15,10310.63,11306.29,1761.82,47.71,23426.44
4/4/2024,16,10416.10,10657.03,1601.51,44.88,22719.52
4/4/2024,17,10627.03,10550.96,1870.32,48.00,23096.30
4/4/2024,18,11144.12,10462.84,2281.27,55.05,23943.28
4/4/2024,19,11536.60,10605.96,2279.61,55.34,24477.52
4/4/2024,20,12231.93,11341.38,2414.43,60.96,26048.70
4/4/2024,21,12115.99,11385.03,2379.85,60.73,25941.60
4/4/2024,22,11755.05,11310.41,2296.78,59.93,25422.17
4/4/2024,23,10993.04,10879.66,2136.03,58.43,24067.17
4/4/2024,24,10466.49,10271.92,2042.93,56.31,22837.65
4/5/2024,1,10242.23,9958.56,2054.44,57.10,22312.32
4/5/2024,2,9827.97,9551.49,2018.15,56.60,21454.21
4/5/2024,3,9681.48,9431.95,1988.12,58.29,21159.84
4/5/2024,4,9732.15,9336.92,1940.56,61.92,21071.55
4/5/2024,5,9747.22,9575.46,1861.11,67.77,21251.56
4/5/2024,6,10272.12,10119.46,1940.86,73.51,22405.96
4/5/2024,7,11088.28,10868.35,2094.63,79.64,24130.91
4/5/2024,8,11663.86,11322.44,2220.30,86.03,25292.63
4/5/2024,9,11380.31,12586.18,2203.02,95.48,26264.99
4/5/2024,10,10831.45,11939.70,2047.46,127.92,24946.52
4/5/2024,11,10667.14,11724.88,2045.26,120.04,24557.32
4/5/2024,12,9844.70,11994.20,1941.16,92.22,23872.28
4/5/2024,13,9419.65,12361.90,2039.68,93.46,23914.69
4/5/2024,14,9578.14,11960.95,2035.29,117.48,23691.86
4/5/2024,15,9368.54,11013.85,1609.56,57.75,22049.71
4/5/2024,16,8701.18,10239.05,1443.69,74.37,20458.29
4/5/2024,17,8945.80,9914.35,1810.91,62.42,20733.48
4/5/2024,18,9754.87,9884.43,1948.88,66.43,21654.60
4/5/2024,19,10643.03,10235.12,2211.01,71.59,23160.76
4/5/2024,20,11445.04,11108.51,2437.48,76.88,25067.91
4/5/2024,21,11650.49,11310.09,2435.30,76.90,25472.79
4/5/2024,22,11467.12,11216.32,2375.49,74.17,25133.11
4/5/2024,23,10972.11,10771.30,2224.60,71.14,24039.14
4/5/2024,24,10571.37,10420.72,2078.47,69.14,23139.69
4/6/2024,1,10208.26,9916.63,2090.68,69.11,22284.68
4/6/2024,2,9963.98,9463.34,2021.68,69.75,21518.76
4/6/2024,3,10002.50,9122.70,1933.78,71.32,21130.35
4/6/2024,4,10110.32,9002.42,1872.85,73.72,21059.31
4/6/2024,5,10125.65,9079.37,1865.19,76.70,21146.90
4/6/2024,6,10249.84,9411.95,1919.86,82.99,21664.64
4/6/2024,7,10656.80,9741.89,1980.66,88.86,22468.21
4/6/2024,8,10919.67,9558.78,1967.64,97.73,22543.82
4/6/2024,9,10047.75,9953.13,1799.60,109.75,21910.22
4/6/2024,10,8915.34,9379.51,1358.55,101.18,19754.58
4/6/2024,11,8049.48,9226.37,1198.49,92.65,18566.98
4/6/2024,12,7618.97,9338.26,945.13,86.52,17988.89
4/6/2024,13,7424.09,9549.69,841.51,111.34,17926.62
4/6/2024,14,7530.08,9394.92,795.85,101.78,17822.62
4/6/2024,15,7552.58,8477.24,1016.79,66.81,17113.42
4/6/2024,16,7442.57,7923.29,1061.59,45.35,16472.79
4/6/2024,17,7655.06,7786.60,1340.17,47.37,16829.20
4/6/2024,18,8621.76,8084.61,1733.07,60.07,18499.51
4/6/2024,19,9472.80,8721.07,1968.90,54.24,20217.01
4/6/2024,20,10387.26,9745.38,2247.20,61.12,22440.97
4/6/2024,21,10650.79,10019.53,2273.77,63.51,23007.59
4/6/2024,22,10562.06,10017.94,2217.05,63.94,22860.98
4/6/2024,23,10121.82,9919.66,2104.66,62.70,22208.85
4/6/2024,24,9613.95,9405.46,1981.13,63.04,21063.58
4/7/2024,1,9431.19,9125.44,2000.69,62.75,20620.08
4/7/2024,2,9133.41,8761.73,1932.23,64.15,19891.51
4/7/2024,3,8973.54,8602.23,1892.24,66.33,19534.34
4/7/2024,4,9087.37,8428.56,1854.91,69.26,19440.10
4/7/2024,5,8960.71,8405.16,1817.79,73.01,19256.68
4/7/2024,6,9155.06,8510.39,1831.89,78.22,19575.56
4/7/2024,7,9431.88,8686.64,1874.97,83.94,20077.42
4/7/2024,8,9719.79,8557.29,1874.18,89.86,20241.12
4/7/2024,9,9819.90,8696.85,1633.80,109.51,20260.06
4/7/2024,10,9025.60,8598.70,1337.93,101.57,19063.79
4/7/2024,11,8034.86,8948.13,1213.70,125.74,18322.43
4/7/2024,12,7122.03,9262.10,1105.04,86.78,17575.95
4/7/2024,13,6998.11,8984.46,932.78,106.94,17022.29
4/7/2024,14,7587.75,8384.52,931.58,88.13,16991.98
4/7/2024,15,7525.80,8005.70,1060.37,51.84,16643.71
4/7/2024,16,7603.09,7270.61,872.14,49.64,15795.48
4/7/2024,17,7987.12,7338.68,1197.67,53.04,16576.51
4/7/2024,18,8759.82,8055.71,1656.57,51.77,18523.87
4/7/2024,19,9474.03,8749.52,2029.56,54.03,20307.14
4/7/2024,20,10464.52,9720.27,2290.14,60.51,22535.44
4/7/2024,21,10782.77,10011.33,2288.19,62.44,23144.73
4/7/2024,22,10519.55,9896.84,2211.65,61.15,22689.19
4/7/2024,23,9998.95,9502.49,2044.24,59.30,21604.98
4/7/2024,24,9368.68,9059.52,1904.51,57.85,20390.56
4/8/2024,1,9079.11,8738.18,1934.43,57.62,19809.34
4/8/2024,2,8801.17,8536.74,1877.41,58.72,19274.04
4/8/2024,3,8664.80,8357.42,1812.60,60.91,18895.74
4/8/2024,4,8799.53,8579.03,1804.75,63.35,19246.66
4/8/2024,5,8970.58,9436.71,1968.06,68.44,20443.79
4/8/2024,6,9973.22,10482.76,2407.31,74.99,22938.28
4/8/2024,7,11057.84,11435.99,2736.83,80.83,25311.49
4/8/2024,8,11385.55,11900.14,2479.94,81.83,25847.46
4/8/2024,9,10576.64,11733.62,2169.93,76.25,24556.45
4/8/2024,10,9716.10,10405.33,1704.98,84.66,21911.07
4/8/2024,11,9196.62,10322.84,1646.39,58.32,21224.17
4/8/2024,12,9142.64,9995.67,1567.33,63.49,20769.13
4/8/2024,13,7629.25,10129.08,1204.79,83.88,19047.00
4/8/2024,14,7196.09,10108.38,1096.58,51.23,18452.29
4/8/2024,15,7404.08,9903.82,1002.28,51.24,18361.42
4/8/2024,16,7837.08,9758.02,1100.88,49.43,18745.41
4/8/2024,17,8685.59,9478.28,1441.83,53.67,19659.38
4/8/2024,18,9545.16,9609.82,1795.61,56.92,21007.51
4/8/2024,19,10433.01,10004.55,2190.80,59.43,22687.79
4/8/2024,20,11140.63,10675.57,2449.89,64.65,24330.73
4/8/2024,21,11228.57,10807.05,2391.92,64.91,24492.45
4/8/2024,22,10844.13,10655.21,2284.75,62.79,23846.88
4/8/2024,23,10147.53,10106.33,2111.54,60.69,22426.08
4/8/2024,24,9571.32,9502.66,1955.99,58.08,21088.05
4/9/2024,1,9589.05,9107.66,1973.97,57.25,20727.94
4/9/2024,2,9430.35,8982.12,1902.27,56.87,20371.61
4/9/2024,3,9329.91,8850.55,1834.15,58.35,20072.96
4/9/2024,4,9356.71,8844.14,1816.51,60.44,20077.80
4/9/2024,5,9284.67,9168.24,1842.58,64.78,20360.26
4/9/2024,6,9661.64,9744.84,1968.98,72.41,21447.87
4/9/2024,7,10550.32,10542.93,2164.06,79.27,23336.59
4/9/2024,8,10984.96,10653.47,2174.26,84.97,23897.67
4/9/2024,9,10324.04,10997.90,1826.01,134.86,23282.81
4/9/2024,10,9412.45,10358.37,1505.91,129.01,21405.75
4/9/2024,11,8654.65,10968.01,1245.90,124.79,20993.35
4/9/2024,12,7981.89,10985.73,1045.37,93.79,20106.78
4/9/2024,13,7531.10,11399.59,1022.42,78.77,20031.87
4/9/2024,14,7171.88,11339.66,1191.66,52.10,19755.31
4/9/2024,15,7297.51,10755.36,1370.31,52.18,19475.36
4/9/2024,16,7792.88,9921.73,1469.91,53.59,19238.11
4/9/2024,17,8798.24,9915.76,1534.46,52.17,20300.62
4/9/2024,18,10022.02,10476.45,1877.62,54.75,22430.85
4/9/2024,19,10523.65,10811.06,2195.73,56.78,23587.22
4/9/2024,20,11122.57,11241.99,2396.23,61.02,24821.81
4/9/2024,21,11401.77,11191.66,2382.18,60.75,25036.36
4/9/2024,22,10915.49,10827.36,2277.15,57.65,24077.65
4/9/2024,23,10138.43,10284.24,2103.70,53.92,22580.29
4/9/2024,24,9537.97,9624.02,1948.87,50.89,21161.74
4/10/2024,1,9166.04,9245.08,1985.60,49.78,20446.50
4/10/2024,2,8930.65,8971.12,1904.75,49.96,19856.49
4/10/2024,3,8900.87,8774.32,1851.85,51.85,19578.90
4/10/2024,4,8817.09,8847.73,1802.11,53.70,19520.63
4/10/2024,5,8914.47,8892.76,1854.53,58.29,19720.05
4/10/2024,6,9364.82,9434.96,1905.00,65.78,20770.56
4/10/2024,7,10112.18,10165.55,2081.87,72.53,22432.12
4/10/2024,8,10446.13,10522.76,2079.98,85.22,23134.08
4/10/2024,9,10131.54,10965.69,1895.49,130.46,23123.18
4/10/2024,10,9659.49,10781.44,1506.73,123.42,22071.07
4/10/2024,11,8897.89,10791.23,1313.34,119.20,21121.67
4/10/2024,12,8241.51,11095.68,1147.93,94.25,20579.38
4/10/2024,13,8061.39,11191.02,1071.68,70.51,20394.59
4/10/2024,14,8092.98,10945.18,1241.63,58.60,20338.39
4/10/2024,15,8488.05,10644.35,1433.96,59.18,20625.54
4/10/2024,16,9091.48,10673.95,1570.30,61.99,21397.72
4/10/2024,17,9608.85,11022.24,1740.63,58.43,22430.15
4/10/2024,18,10393.93,11378.74,2077.41,60.57,23910.65
4/10/2024,19,11044.64,11487.37,2301.30,59.79,24893.11
4/10/2024,20,11432.93,11749.07,2458.36,63.23,25703.59
4/10/2024,21,11521.41,11716.75,2479.94,62.00,25780.09
4/10/2024,22,11123.52,11542.32,2379.52,57.43,25102.74
4/10/2024,23,10337.68,10818.12,2176.79,52.98,23385.57
4/10/2024,24,9601.17,10277.91,1980.43,49.61,21909.12
4/11/2024,1,9242.20,9633.05,2009.40,47.27,20931.91
4/11/2024,2,9131.83,9062.50,1969.59,45.69,20209.61
4/11/2024,3,8961.52,8860.48,1889.23,46.01,19757.27
4/11/2024,4,8688.92,8754.32,1851.51,47.44,19342.19
4/11/2024,5,8683.62,8876.02,1815.56,51.03,19426.23
4/11/2024,6,9264.44,9426.75,1883.64,56.64,20631.47
4/11/2024,7,10046.19,10134.83,2041.51,62.57,22285.10
4/11/2024,8,10832.02,10627.05,2074.45,76.18,23609.69
4/11/2024,9,10582.57,10819.32,1813.64,113.13,23328.66
4/11/2024,10,9843.22,10605.55,1587.94,114.78,22151.49
4/11/2024,11,9341.36,10696.72,1408.23,111.96,21558.25
4/11/2024,12,8743.02,10743.95,1279.60,94.10,20860.67
4/11/2024,13,8680.73,10687.89,1258.08,71.61,20698.31
4/11/2024,14,8511.62,11072.17,1313.82,58.13,20955.74
4/11/2024,15,8644.18,11284.04,1414.33,58.91,21401.46
4/11/2024,16,9266.74,11227.22,1500.57,60.62,22055.14
4/11/2024,17,10051.79,11737.49,1687.89,63.83,23540.99
4/11/2024,18,10859.58,12005.97,1946.93,65.38,24877.85
4/11/2024,19,11208.50,11967.84,2244.45,61.88,25482.69
4/11/2024,20,11671.63,12425.12,2410.12,63.36,26570.23
4/11/2024,21,11809.41,12119.28,2381.09,61.31,26371.09
4/11/2024,22,11278.03,11685.31,2285.47,57.06,25305.87
4/11/2024,23,10466.07,11040.72,2135.77,52.12,23694.68
4/11/2024,24,9839.69,10612.35,1974.61,49.18,22475.82
4/12/2024,1,9791.04,9589.55,1988.80,46.52,21415.91
4/12/2024,2,9438.93,9147.26,1944.54,44.83,20575.56
4/12/2024,3,9449.46,8926.52,1889.45,43.99,20309.42
4/12/2024,4,9510.39,8774.73,1846.43,44.81,20176.36
4/12/2024,5,9281.11,8919.35,1848.75,47.22,20096.43
4/12/2024,6,9690.55,9426.81,1876.45,51.62,21045.43
4/12/2024,7,10419.34,10130.63,2081.06,55.94,22686.97
4/12/2024,8,10847.70,10526.55,2245.30,76.84,23696.40
4/12/2024,9,10568.91,10736.05,2334.11,95.81,23734.88
4/12/2024,10,9932.52,10531.68,2350.87,89.32,22904.40
4/12/2024,11,9387.96,10802.09,2337.60,123.15,22650.79
4/12/2024,12,8944.41,11166.46,2281.82,118.90,22511.60
4/12/2024,13,8800.32,11660.15,2216.68,112.35,22789.50
4/12/2024,14,8424.97,12053.02,2000.33,89.86,22568.17
4/12/2024,15,8515.36,12135.20,2031.87,65.17,22747.60
4/12/2024,16,8800.29,11308.80,1868.20,63.76,22041.05
4/12/2024,17,9212.86,9965.04,2074.56,61.78,21314.24
4/12/2024,18,9844.34,10103.37,2138.89,60.18,22146.78
4/12/2024,19,10314.13,10338.74,2226.66,57.58,22937.11
4/12/2024,20,10913.79,10971.21,2389.11,59.60,24333.71
4/12/2024,21,11003.31,11227.61,2364.46,58.47,24653.84
4/12/2024,22,10716.69,11164.26,2279.43,54.84,24215.21
4/12/2024,23,10148.81,10454.33,2175.39,50.47,22829.01
4/12/2024,24,9528.80,9917.86,2017.35,47.87,21511.88
4/13/2024,1,9233.78,9484.90,2058.83,45.76,20823.28
4/13/2024,2,8850.25,8925.40,1961.39,43.95,19780.99
4/13/2024,3,8712.52,8883.53,1942.00,43.56,19581.61
4/13/2024,4,8793.13,8608.52,1841.40,43.67,19286.72
4/13/2024,5,8762.86,8600.06,1797.01,45.27,19205.21
4/13/2024,6,8886.77,8717.00,1801.20,48.20,19453.17
4/13/2024,7,9302.90,8961.51,1884.83,50.42,20199.64
4/13/2024,8,9719.30,9091.08,1982.27,82.70,20875.34
4/13/2024,9,9627.88,10499.30,2138.60,126.14,22391.93
4/13/2024,10,9822.93,10713.59,1990.33,119.47,22646.31
4/13/2024,11,9888.33,10646.63,1911.39,115.12,22561.46
4/13/2024,12,9984.33,10872.52,1746.82,93.96,22697.63
4/13/2024,13,10079.14,10553.60,1609.22,62.79,22304.74
4/13/2024,14,10409.78,10602.60,1543.78,53.44,22609.61
4/13/2024,15,10775.31,9921.51,1462.65,47.99,22207.45
4/13/2024,16,10840.86,9411.50,1461.26,53.78,21767.40
4/13/2024,17,10701.10,9284.88,1725.45,52.34,21763.77
4/13/2024,18,10208.90,9584.21,1967.50,56.80,21817.41
4/13/2024,19,10813.89,9739.83,2162.53,53.57,22769.81
4/13/2024,20,10902.20,10131.24,2285.42,55.68,23374.54
4/13/2024,21,11044.63,10255.09,2268.20,55.17,23623.09
4/13/2024,22,10816.03,10348.31,2205.24,52.90,23422.48
4/13/2024,23,10290.94,10012.22,2086.29,50.37,22439.82
4/13/2024,24,9640.65,9440.01,1968.19,47.92,21096.76
4/14/2024,1,9411.97,9230.70,1986.64,46.44,20675.74
4/14/2024,2,9297.67,8898.25,1907.35,46.21,20149.48
4/14/2024,3,8997.62,8749.32,1858.71,46.26,19651.91
4/14/2024,4,8880.46,8584.15,1812.51,47.70,19324.83
4/14/2024,5,8856.48,8548.16,1786.74,49.92,19241.30
4/14/2024,6,9139.12,8688.00,1793.21,53.30,19673.63
4/14/2024,7,9298.65,8852.86,1823.98,57.03,20032.52
4/14/2024,8,9759.22,8924.60,1798.49,88.97,20571.28
4/14/2024,9,9507.71,9380.73,1528.80,138.94,20556.18
4/14/2024,10,9505.29,9505.18,1225.52,104.17,20340.16
4/14/2024,11,9008.71,10150.93,1048.47,100.65,20308.76
4/14/2024,12,8910.33,10589.37,1128.28,124.65,20752.63
4/14/2024,13,8543.29,10574.87,1078.65,112.48,20309.30
4/14/2024,14,8055.07,10704.41,1249.41,65.08,20073.97
4/14/2024,15,7912.17,10074.24,1285.55,59.42,19331.37
4/14/2024,16,8169.22,9434.31,1428.70,50.12,19082.35
4/14/2024,17,8668.46,8936.03,1507.37,52.59,19164.45
4/14/2024,18,9088.39,9409.90,1795.80,55.35,20349.43
4/14/2024,19,10161.92,9563.27,2111.86,56.47,21893.51
4/14/2024,20,10923.19,10165.34,2310.61,60.81,23459.95
4/14/2024,21,11196.32,10506.25,2320.28,61.29,24084.13
4/14/2024,22,10761.76,10563.67,2233.63,59.18,23618.24
4/14/2024,23,9911.61,9930.39,2082.87,56.41,21981.27
4/14/2024,24,9501.72,9321.33,1953.24,54.29,20830.58
4/15/2024,1,9302.47,8890.16,2064.36,53.38,20310.38
4/15/2024,2,9327.91,8722.43,1973.37,53.11,20076.82
4/15/2024,3,9146.61,8497.15,1903.13,54.61,19601.48
4/15/2024,4,9019.21,8542.14,1853.55,57.03,19471.93
4/15/2024,5,9304.60,8908.17,1849.63,61.49,20123.89
4/15/2024,6,9883.73,9540.79,1919.18,68.75,21412.44
4/15/2024,7,10701.38,10249.56,2101.73,74.95,23127.62
4/15/2024,8,10627.10,10535.69,2144.81,104.07,23411.68
4/15/2024,9,10333.58,11179.05,1909.03,128.66,23550.31
4/15/2024,10,10013.44,11049.42,1833.54,93.61,22990.01
4/15/2024,11,9634.93,10870.80,1670.73,87.07,22263.54
4/15/2024,12,9145.66,11276.93,1582.48,114.60,22119.67
4/15/2024,13,8692.99,11068.44,1483.59,87.85,21332.87
4/15/2024,14,8452.87,10703.85,1286.78,73.95,20517.46
4/15/2024,15,8664.47,9891.33,1173.22,59.84,19788.86
4/15/2024,16,8588.10,8970.86,1182.18,56.09,18797.24
4/15/2024,17,8649.31,8947.49,1383.95,56.70,19037.45
4/15/2024,18,9245.27,9577.82,1813.50,62.01,20698.61
4/15/2024,19,10012.73,10188.37,2149.53,55.99,22406.59
4/15/2024,20,10836.25,10996.76,2406.37,59.73,24299.11
4/15/2024,21,11133.85,11158.66,2416.26,59.63,24768.40
4/15/2024,22,10807.53,11097.18,2306.62,56.70,24268.03
4/15/2024,23,10130.53,10523.37,2122.76,52.56,22829.22
4/15/2024,24,9473.61,10032.71,2022.40,49.72,21578.44
4/16/2024,1,9244.69,9588.52,2142.99,48.98,21025.18
4/16/2024,2,9176.24,9130.65,1979.04,48.34,20334.26
4/16/2024,3,9167.20,9013.76,1894.69,49.39,20125.04
4/16/2024,4,9088.65,9011.94,1833.12,50.77,19984.49
4/16/2024,5,8974.16,9162.66,1858.93,54.71,20050.46
4/16/2024,6,9358.66,9762.48,1951.85,61.32,21134.31
4/16/2024,7,10148.48,10447.18,2126.68,67.47,22789.80
4/16/2024,8,10567.46,10638.94,2128.32,92.31,23427.03
4/16/2024,9,9804.94,11693.67,1837.91,133.01,23469.53
4/16/2024,10,9537.58,11548.62,1581.44,132.22,22799.86
4/16/2024,11,8982.04,11500.41,1405.61,125.74,22013.80
4/16/2024,12,8410.18,11394.57,1247.38,116.38,21168.51
4/16/2024,13,8149.43,11203.20,1186.39,71.54,20610.56
4/16/2024,14,7981.02,10927.90,1205.34,71.11,20185.37
4/16/2024,15,7912.74,10180.90,1160.38,59.34,19313.33
4/16/2024,16,8320.12,9780.53,1347.07,58.12,19505.84
4/16/2024,17,9178.73,9543.71,1583.34,61.73,20367.51
4/16/2024,18,10107.43,10196.73,1980.04,63.07,22347.27
4/16/2024,19,10372.26,10545.56,2295.82,60.06,23273.68
4/16/2024,20,11085.53,11180.93,2448.83,62.32,24777.62
4/16/2024,21,11266.56,11325.14,2448.79,60.85,25101.34
4/16/2024,22,10749.21,11054.06,2336.29,56.54,24196.10
4/16/2024,23,10234.12,10377.34,2159.55,51.82,22822.83
4/16/2024,24,9568.14,9726.67,2090.09,48.13,21433.03
4/17/2024,1,9271.06,9185.66,2128.38,45.90,20630.99
4/17/2024,2,9141.00,8949.40,2052.14,44.61,20187.14
4/17/2024,3,9192.35,8684.04,1997.92,44.90,19919.22
4/17/2024,4,8924.72,8654.60,1845.81,45.72,19470.85
